"County","School.Type","Number.of.Students","X..Economically.Disadvantaged","Overall.Rating","Overall.Score","Juvenile.Population","Youth.Referred","Referral.Rate.1.000","Recidivism"
"FANNIN","District",825,0.453,"B","83",2991,31,11.0330993,0.132
"FANNIN","District",303,0.561,"B","89",2991,31,11.0330993,0.132
"FANNIN","District",725,0.234,"B","89",2991,31,11.0330993,0.132
"FANNIN","District",640,0.603,"A","93",2991,31,11.0330993,0.132
"FANNIN","District",517,0.412,"A","93",2991,31,11.0330993,0.132
"FAYETTE","District",629,0.52,"A","97",2094,29,14.80420248,0.167
"FAYETTE","District",1868,0.533,"B","87",2094,29,14.80420248,0.167
"FAYETTE","District",696,0.615,"B","88",2094,29,14.80420248,0.167
"FAYETTE","District",240,0.346,"A","95",2094,29,14.80420248,0.167
"FAYETTE","District",279,0.204,"Not Rated: Data Under Review","92",2094,29,14.80420248,0.167
"FISHER","District",329,0.538,"B","83",303,3,9.900990099,0.273
"FISHER","District",242,0.661,"A","93",303,3,9.900990099,0.273
"FLOYD","District",686,0.762,"B","86",676,7,14.79289941,0.182
"FLOYD","District",430,0.809,"B","81",676,7,14.79289941,0.182
"FOARD","District",192,0.729,"B","88",85,1,11.76470588,0.111
"FORT BEND","District",38877,0.495,"A","90",81093,587,8.533412255,0.152
"FORT BEND","District",3378,0.393,"A","94",81093,587,8.533412255,0.152
"FORT BEND","District",3511,0.741,"B","87",81093,587,8.533412255,0.152
"FORT BEND","District",76543,0.478,"B","89",81093,587,8.533412255,0.152
"FRANKLIN","District",1523,0.621,"A","90",1125,9,8.888888889,0.182
"FREESTONE","District",1681,0.613,"B","89",1773,9,5.076142132,0.084
"FREESTONE","District",520,0.644,"B","84",1773,9,5.076142132,0.084
"FREESTONE","District",133,0.654,"B","82",1773,9,5.076142132,0.084
"FREESTONE","District",1181,0.667,"A","92",1773,9,5.076142132,0.084
"FRIO","District",907,0.835,"B","85",1677,20,12.52236136,0.13
"FRIO","District",2031,0.858,"Not Rated: Data Under Review","85",1677,20,12.52236136,0.13
"GAINES","District",516,0.777,"B","82",2972,30,10.76716016,0.103
"GAINES","District",2957,0.559,"A","92",2972,30,10.76716016,0.103
"GAINES","District",150,0.473,"A","91",2972,30,10.76716016,0.103
"GALVESTON","District",1492,0.797,"B","89",30147,361,19.93564865,0.156
"GALVESTON","District",189,0.873,"A","91",30147,361,19.93564865,0.156
"GALVESTON","District",6650,0.793,"B","84",30147,361,19.93564865,0.156
"GALVESTON","District",158,0.582,"A","91",30147,361,19.93564865,0.156
"GALVESTON","District",7756,0.841,"B","85",30147,361,19.93564865,0.156
"GALVESTON","District",11901,0.643,"B","86",30147,361,19.93564865,0.156
"GALVESTON","District",4325,0.502,"B","84",30147,361,19.93564865,0.156
"GALVESTON","District",40235,0.356,"B","89",30147,361,19.93564865,0.156
"GALVESTON","District",6155,0.111,"A","97",30147,361,19.93564865,0.156
"GALVESTON","District",1715,0.799,"B","88",30147,361,19.93564865,0.156
"GARZA","District",784,0.71,"B","85",531,0,0,0.267
"GARZA","District",114,0.711,"C","74",531,0,0,0.267
"GILLESPIE","District",24,0,"B","89",1911,13,7.326007326,0.167
"GILLESPIE","District",3100,0.596,"C","78",1911,13,7.326007326,0.167
"GILLESPIE","District",559,0.338,"A","91",1911,13,7.326007326,0.167
"GLASSCOCK","District",293,0.174,"A","97",113,0,0,0
"GOLIAD","District",1283,0.537,"B","85",582,15,25.77319588,0.083
"GONZALES","District",2613,0.704,"B","81",2173,40,21.16889093,0.167
"GONZALES","District",1064,0.843,"B","87",2173,40,21.16889093,0.167
"GONZALES","District",304,0.957,"B","80",2173,40,21.16889093,0.167
"GRAY","District",185,0.589,"A","93",2570,55,24.51361868,0.156
"GRAY","District",3451,0.591,"B","85",2570,55,24.51361868,0.156
"GRAY","District",46,0.109,"B","82",2570,55,24.51361868,0.156
"GRAY","District",176,0.489,"C","78",2570,55,24.51361868,0.156
"GRAYSON","District",556,0.574,"C","77",11671,123,12.76668666,0.124
"GRAYSON","District",4674,0.593,"C","79",11671,123,12.76668666,0.124
"GRAYSON","District",1248,0.543,"A","91",11671,123,12.76668666,0.124
"GRAYSON","District",884,0.379,"A","96",11671,123,12.76668666,0.124
"GRAYSON","District",706,0.293,"B","89",11671,123,12.76668666,0.124
"GRAYSON","District",2046,0.232,"A","94",11671,123,12.76668666,0.124
"GRAYSON","District",1717,0.538,"B","80",11671,123,12.76668666,0.124
"GRAYSON","District",7698,0.744,"C","78",11671,123,12.76668666,0.124
"GRAYSON","District",1430,0.348,"B","88",11671,123,12.76668666,0.124
"GRAYSON","District",991,0.465,"B","87",11671,123,12.76668666,0.124
"GRAYSON","District",1113,0.999,"A","90",11671,123,12.76668666,0.124
"GRAYSON","District",657,0.546,"B","87",11671,123,12.76668666,0.124
"GRAYSON","District",755,0.465,"A","91",11671,123,12.76668666,0.124
"GREGG","District",141,0.27,"A","100",13113,107,9.608785175,0.119
"GREGG","District",3887,0.762,"B","86",13113,107,9.608785175,0.119
"GREGG","District",8223,0.852,"A","90",13113,107,9.608785175,0.119
"GREGG","District",4677,0.692,"B","84",13113,107,9.608785175,0.119
"GREGG","District",1703,0.757,"B","80",13113,107,9.608785175,0.119
"GREGG","District",2028,0.497,"A","95",13113,107,9.608785175,0.119
"GREGG","District",1458,0.432,"A","93",13113,107,9.608785175,0.119
"GREGG","District",1531,0.515,"A","93",13113,107,9.608785175,0.119
"GRIMES","District",886,0.413,"A","92",2324,23,10.32702238,0.177
"GRIMES","District",2953,0.792,"B","86",2324,23,10.32702238,0.177
"GRIMES","District",213,0.399,"B","82",2324,23,10.32702238,0.177
"GRIMES","District",539,0.358,"A","94",2324,23,10.32702238,0.177
"GUADALUPE","District",7039,0.685,"Not Rated: Senate Bill 1365","67",16301,179,13.12802896,0.177
"GUADALUPE","District",15875,0.325,"B","87",16301,179,13.12802896,0.177
"GUADALUPE","District",1471,0.422,"B","89",16301,179,13.12802896,0.177
"GUADALUPE","District",1971,0.278,"B","89",16301,179,13.12802896,0.177
"HALE","District",820,0.518,"A","92",4179,73,19.62191912,0.156
"HALE","District",99,0.626,"B","87",4179,73,19.62191912,0.156
"HALE","District",274,0.755,"A","96",4179,73,19.62191912,0.156
"HALE","District",4710,0.844,"B","85",4179,73,19.62191912,0.156
"HALE","District",597,0.672,"B","87",4179,73,19.62191912,0.156
"HALL","District",431,0.805,"B","87",297,2,10.1010101,0
"HALL","District",193,0.539,"A","94",297,2,10.1010101,0
"HAMILTON","District",603,0.526,"B","89",657,0,0,0.109
"HAMILTON","District",832,0.548,"A","90",657,0,0,0.109
"HANSFORD","District",418,0.392,"A","98",650,4,6.153846154,0.364
"HANSFORD","District",128,0.68,"B","86",650,4,6.153846154,0.364
"HANSFORD","District",783,0.6,"A","96",650,4,6.153846154,0.364
"HARDEMAN","District",199,0.839,"B","86",385,1,5.194805195,0.136
"HARDEMAN","District",497,0.7,"Not Rated: Data Under Review","91",385,1,5.194805195,0.136
"HARDIN","District",1125,0.59,"B","88",5744,57,13.9275766,0.108
"HARDIN","District",2602,0.378,"B","89",5744,57,13.9275766,0.108
"HARDIN","District",4188,0.362,"B","86",5744,57,13.9275766,0.108
"HARDIN","District",568,0.671,"B","87",5744,57,13.9275766,0.108
"HARDIN","District",2708,0.632,"C","74",5744,57,13.9275766,0.108
"HARRIS","District",1219,0.062,"B","89",477120,2356,7.76953387,0.149
"HARRIS","District",947,0.954,"B","83",477120,2356,7.76953387,0.149
"HARRIS","District",1563,0.967,"A","90",477120,2356,7.76953387,0.149
"HARRIS","District",4,0.25,"Not Rated",".",477120,2356,7.76953387,0.149
"HARRIS","District",217,1,"Not Rated",".",477120,2356,7.76953387,0.149
"HARRIS","District",1137,0.987,"B","89",477120,2356,7.76953387,0.149
"HARRIS","District",349,0.799,"B","89",477120,2356,7.76953387,0.149
"HARRIS","District",560,0.995,"A","95",477120,2356,7.76953387,0.149
"HARRIS","District",175,0.789,"A","90",477120,2356,7.76953387,0.149
"HARRIS","District",2082,0.89,"A","97",477120,2356,7.76953387,0.149
"HARRIS","District",304,0.464,"A","93",477120,2356,7.76953387,0.149
"HARRIS","District",1526,0.872,"B","83",477120,2356,7.76953387,0.149
"HARRIS","District",439,0.941,"B","83",477120,2356,7.76953387,0.149
"HARRIS","District",44,0.614,"C","75",477120,2356,7.76953387,0.149
"HARRIS","District",14557,0.9,"B","87",477120,2356,7.76953387,0.149
"HARRIS","District",3564,0.866,"A","92",477120,2356,7.76953387,0.149
"HARRIS","District",462,0.703,"C","77",477120,2356,7.76953387,0.149
"HARRIS","District",214,0.939,"A","95",477120,2356,7.76953387,0.149
"HARRIS","District",1722,0.99,"C","77",477120,2356,7.76953387,0.149
"HARRIS","District",272,0.89,"B","87",477120,2356,7.76953387,0.149
"HARRIS","District",692,1,"B","85",477120,2356,7.76953387,0.149
